product_id,category,weight,fulfillment_type,price,popularity,weather_exposure,avg_days_to_ship,sales
HK270,6,2.42,1,52.15,0.0179,0,3,15968.64
HK384,1,130.54,1,695.97,0.452,5,8,25316.08
HK502,2,74.0,1,540.22,0.1222,7,8,31278.27
HK809,5,30.68,0,227.4,0.0057,22,5,6369.9
HK873,5,18.07,0,225.69,0.2825,8,3,18448.34
HK999,3,14.78,1,401.0,0.7942,6,4,377125.45
HL025,2,100.81,0,542.18,0.0196,1,3,12220.47
HL043,1,30.93,1,316.4,0.6184,3,3,44194.76
HL074,2,72.42,1,550.79,0.4679,3,6,31656.71
HL181,6,1.3,1,44.11,0.3322,2,4,5663.16
HL230,1,45.76,1,510.78,0.0115,0,5,3392.93
HL341,1,78.68,1,461.71,0.0002,7,7,15875.13
HL387,1,154.35,0,805.63,0.199,0,6,11270.15
HL390,1,32.17,1,493.51,0.0517,7,4,20999.05
HL564,1,85.51,1,587.89,0.0145,5,7,21860.87
HL570,2,59.92,1,531.16,0.2972,0,7,8179.08
HL594,4,9.9,1,249.99,0.6396,16,5,189502.24
HL624,4,38.7,1,347.36,0.2054,5,5,14955.43
HL874,1,99.08,1,701.02,0.1402,0,7,9095.86
HL988,3,12.54,0,242.76,0.0539,28,6,10992.5
HL990,1,77.08,1,461.35,0.1824,5,7,22794.41
HL999,1,113.96,0,673.94,0.1195,2,6,15264.24
HM053,6,0.59,1,39.98,0.1448,6,5,6179.91
HM108,3,36.38,1,352.6,0.1359,14,6,7811.34
HM124,2,44.25,1,485.75,0.0294,16,7,6098.59
HM265,2,28.25,1,339.92,0.2024,26,7,74706.6
HM289,1,124.37,1,529.37,0.1194,10,6,24108.84
HM388,2,105.08,0,539.62,0.3736,5,4,58681.75
HM539,1,129.09,0,629.83,0.0055,7,6,10705.97
HM589,6,0.21,1,32.41,0.0361,2,5,8479.45
HM640,5,7.36,1,144.14,0.7065,26,8,74590.34
HM666,4,10.72,1,288.5,0.3989,4,5,20811.78
HM779,5,54.01,1,224.58,0.2327,13,7,25822.82
HM781,6,1.52,1,44.03,0.2105,2,5,4152.5
HM892,2,63.5,0,407.24,0.3244,2,3,29936.6
HM931,5,30.02,1,261.19,0.1503,5,5,16818.91
HM936,2,72.49,1,606.53,0.0075,9,8,17909.82
HM980,1,69.51,1,485.49,0.0044,6,7,5618.59
HN147,6,0.95,1,52.08,0.4026,1,5,58754.0
HN214,1,167.43,1,867.42,0.8164,7,8,195941.92
HN320,1,140.58,1,674.1,0.2504,4,8,69211.35
HN339,2,81.75,1,512.38,0.8118,25,8,85436.17
HN365,2,56.61,1,437.0,0.0104,1,6,6146.67
HN485,3,19.81,1,410.67,0.111,22,7,7530.93
HN613,2,52.87,1,549.09,0.0287,6,5,31209.01
HN718,5,53.91,1,280.99,0.06,2,5,17294.18
HN822,2,17.14,1,395.42,0.4794,1,4,40193.95
HO168,5,25.26,1,188.08,0.0123,7,6,5511.29
HO234,1,86.22,1,562.11,0.1729,2,5,35646.58
HO307,3,26.27,1,409.41,0.2511,25,8,7340.8
HO349,1,54.09,1,515.77,0.0617,3,5,23513.08
HO372,3,41.26,0,439.68,0.109,19,6,17329.38
HO394,5,32.99,1,161.2,0.8168,6,5,108535.74
HO401,2,62.06,1,274.81,0.0902,6,6,25392.58
HO402,2,38.38,1,390.67,0.462,6,4,35232.28
HO443,1,69.55,0,512.68,0.5026,3,6,80955.28
HO459,6,3.33,1,52.21,0.1487,1,4,10626.41
HO516,3,7.87,1,252.51,0.0658,29,7,9519.72
HO536,2,74.25,1,541.12,0.2506,3,6,21638.75
HO679,3,39.09,0,480.7,0.0359,5,6,22477.89
HO731,1,54.83,1,520.94,0.1641,11,8,3862.16
HP034,5,11.45,1,231.49,0.2123,4,5,10071.51
HP045,2,17.35,1,466.12,0.0747,26,7,36687.96
HP081,3,47.88,1,337.05,0.0389,18,7,11400.37
HP092,2,28.2,1,440.17,0.1727,7,5,6844.49
HP181,2,75.95,0,440.59,0.0146,17,7,8024.46
HP277,3,28.53,1,401.89,0.3633,5,5,31532.15
HP311,4,36.53,0,340.77,0.0311,20,5,25195.78
HP394,2,26.36,1,474.01,0.1591,5,4,81386.68
HP423,6,0.78,1,31.93,0.0802,5,5,7120.96
HP466,2,25.84,1,371.51,0.0862,4,4,11819.69
HP468,2,28.43,1,550.21,0.0742,25,7,15330.23
HP514,2,42.33,1,479.34,0.0023,5,6,4020.08
HP601,1,33.48,1,466.98,0.129,11,7,40702.19
HP657,3,29.95,0,329.44,0.061,2,3,20827.46
HP689,4,20.62,1,275.57,0.0368,6,4,18229.67
HP738,2,39.65,0,504.27,0.2236,15,5,30484.48
HQ030,2,29.19,1,363.44,0.5696,14,8,81683.04
HQ086,2,19.83,1,292.85,0.5391,7,5,41509.25
HQ103,3,7.49,1,371.31,0.0997,18,5,22968.03
HQ118,1,28.62,1,383.94,0.579,26,6,22908.92
HQ180,2,48.97,1,308.47,0.1409,2,4,31575.58
HQ312,2,67.97,1,529.8,0.0526,22,9,6727.76
HQ317,5,35.53,1,261.96,0.0403,0,4,10271.11
HQ476,3,13.34,1,430.4,0.2099,5,6,19084.9
HQ539,1,15.91,1,506.2,0.3925,1,5,72998.81
HQ577,4,28.29,1,365.94,0.3976,0,5,41114.45
HQ626,4,22.97,1,254.25,0.0088,6,7,19747.36
HQ877,3,46.79,1,429.43,0.3249,20,7,27744.6
HQ968,2,82.79,0,438.56,0.1139,4,5,66372.93
HR169,3,27.47,1,376.33,0.2148,2,5,51840.99
HR210,1,118.98,1,701.19,0.3334,1,7,20713.32
HR236,1,63.71,1,534.32,0.0121,5,6,19757.95
HR412,6,0.93,0,33.98,0.1755,8,2,9238.46
HR426,4,5.92,1,263.42,0.2827,17,6,30210.39
HR605,4,20.29,0,299.94,0.6642,8,3,212965.3
HR626,4,11.16,0,363.22,0.024,1,4,14496.65
HR774,2,24.25,0,435.37,0.0924,3,3,53203.02
HS006,1,49.44,1,487.1,0.1293,22,8,16689.9
HS195,2,49.27,1,452.72,0.3083,26,7,71372.79
HS203,5,78.19,1,279.04,0.1047,25,8,7639.21
HS342,3,38.89,1,350.9,0.1099,0,6,8088.31
HS482,6,1.11,0,36.03,0.0972,4,3,10669.21
HS502,4,57.67,1,254.62,0.3333,3,5,61657.8
HS686,1,21.9,1,648.24,0.4325,1,6,16502.48
HS723,2,18.93,1,497.66,0.5234,12,7,85164.77
HS782,1,96.37,0,519.34,0.1102,4,5,22623.61
HS817,5,61.94,1,291.8,0.2406,24,8,12648.0
HS837,2,71.52,1,353.57,0.0367,14,6,24429.11
HS856,1,35.2,1,475.5,0.0591,2,5,5811.57
HS879,4,33.67,1,422.78,0.06,30,8,22240.49
HS997,2,35.11,1,455.17,0.0632,7,4,14819.29
HT079,3,33.94,1,399.2,0.0356,6,5,18033.66
HT115,4,53.68,1,382.62,0.1309,4,7,4525.56
HT124,1,39.57,1,431.2,0.1484,4,5,86623.13
HT127,3,43.12,1,491.24,0.258,22,8,9407.12
HT169,2,46.67,0,329.07,0.3897,27,7,22443.88
HT264,2,24.94,1,397.06,0.2352,2,4,41186.88
HT339,5,8.83,1,259.74,0.0529,3,4,6407.18
HT343,3,28.37,1,261.1,0.4233,12,5,27189.32
HT431,3,15.21,0,329.25,0.0123,7,2,11363.96
HT497,5,24.1,1,208.1,0.0837,6,5,14706.04
HT521,1,28.37,0,314.65,0.7009,2,3,105704.9
HT549,1,92.48,0,707.01,0.3313,20,8,52052.98
HT887,3,53.23,0,508.03,0.2094,2,3,36829.91
HT902,3,26.69,1,308.48,0.38,4,4,54887.61
HT934,2,52.95,0,587.82,0.2234,17,6,12071.05
HT967,1,29.92,1,573.13,0.1688,5,5,33144.17
HU156,2,93.29,0,527.52,0.5395,0,4,82642.35
HU189,2,29.97,1,580.43,0.2794,1,5,50541.03
HU362,2,31.35,1,471.75,0.1431,4,4,27561.56
HU478,1,69.3,0,528.1,0.1206,4,4,19481.03
HU508,5,33.74,1,208.0,0.0018,6,7,26559.21
HU525,3,32.93,1,410.14,0.3046,0,6,26480.62
HU561,3,27.61,0,380.93,0.0996,7,2,8270.82
HU577,1,95.84,0,485.31,0.7191,2,5,147802.08
HU597,1,195.26,0,586.94,0.0709,7,8,12305.23
HU606,1,118.33,1,693.38,0.1208,7,8,32043.8
HU612,5,20.91,1,224.12,0.0709,7,7,32064.44
HU640,2,63.01,1,500.97,0.0121,6,7,11683.55
HU687,3,6.2,1,295.81,0.368,29,6,9541.02
HU763,2,45.06,1,415.84,0.2891,3,5,76892.87
HU801,2,106.46,0,556.63,0.2807,0,4,54439.68
HV024,2,42.09,1,422.98,0.1653,1,5,32167.94
HV085,1,108.88,1,718.46,0.0012,1,8,6329.29
HV154,3,15.1,1,313.79,0.0596,7,5,10722.16
HV450,2,42.8,0,577.68,0.2021,7,4,12277.29
HV516,4,31.1,1,279.69,0.0651,2,5,8606.39
HV542,1,25.81,0,497.42,0.07,4,3,32102.57
HV617,3,39.56,0,406.54,0.0165,7,4,25565.59
HV693,2,68.64,1,421.02,0.1202,26,9,5463.01
HV697,1,52.4,0,444.42,0.0275,4,5,17904.91
HV853,2,111.5,0,531.01,0.4386,6,6,29349.69
HV902,6,2.71,1,49.0,0.0876,26,7,5089.54
HW039,1,22.82,1,478.67,0.2728,0,5,39978.49
HW062,4,24.99,1,364.46,0.0248,23,7,5329.76
HW087,1,24.65,1,369.08,0.0262,6,6,20488.87
HW140,3,33.16,1,275.28,0.2592,9,6,12409.98
HW155,4,31.12,1,324.55,0.2162,26,7,70450.54
HW162,3,18.85,1,343.87,0.029,0,4,9514.82
HW287,6,0.69,1,46.13,0.0404,0,4,10190.9
HW349,2,59.26,1,405.03,0.3379,2,6,15916.98
HW417,2,51.92,1,515.62,0.3279,1,6,46587.81
HW521,3,55.08,1,375.29,0.4523,11,6,25109.15
HW546,1,82.96,0,655.38,0.1012,2,3,21099.16
HW591,6,1.02,1,36.52,0.0836,17,7,4061.23
HW593,6,1.09,0,50.84,0.2341,3,2,17920.43
HW850,3,11.84,1,367.33,0.1901,2,3,76546.61
HW881,4,27.73,1,201.77,0.2445,23,6,14652.53
HW900,6,1.57,1,47.87,0.6525,15,4,54605.33
HW926,2,61.77,1,512.81,0.4231,7,7,28174.49
HW943,2,42.47,1,365.02,0.0576,8,7,16351.25
HX043,4,16.4,0,359.68,0.5024,3,4,41060.36
HX059,1,92.62,1,583.7,0.0112,1,7,9088.16
HX126,1,30.9,1,569.91,0.2882,0,5,49621.43
HX149,5,59.05,1,247.18,0.5121,0,5,54498.69
HX157,2,124.13,1,564.73,0.3982,2,6,15501.56
HX234,4,16.14,1,349.2,0.1016,4,5,7109.89
HX357,2,41.79,0,495.27,0.4998,13,5,25802.97
HX376,3,15.36,1,384.84,0.0933,2,4,18105.0
HX418,2,47.6,1,487.12,0.0144,3,7,13977.76
HX525,3,27.85,0,375.09,0.3253,0,3,47142.34
HX533,2,111.51,0,480.5,0.1068,29,9,9185.45
HX656,3,38.62,0,231.2,0.1164,5,6,11231.17
HX661,2,46.51,0,451.86,0.0112,3,4,51414.7
HX831,6,1.46,1,35.08,0.1984,13,5,13997.7
HX838,5,3.72,0,184.88,0.0446,3,1,11697.63
HX984,5,19.82,0,238.24,0.4267,0,2,116591.02
HY012,2,65.5,0,498.37,0.0595,16,6,14609.48
HY022,2,74.88,1,490.65,0.0449,21,7,17038.19
HY024,2,51.16,1,416.47,0.0542,6,4,11360.34
HY154,2,10.78,1,317.24,0.215,9,4,58259.78
HY164,3,12.81,0,359.2,0.1734,7,4,8872.49
HY206,2,48.95,0,433.57,0.3301,5,5,36339.33
HY255,3,7.63,1,290.93,0.0172,7,5,28300.42
HY279,1,110.65,1,618.67,0.1465,13,7,18497.45
HY364,4,23.74,1,294.02,0.1273,29,8,23478.06
HY424,1,64.5,1,652.87,0.0284,28,8,10943.46
HY496,2,25.3,1,415.49,0.2025,17,6,14036.12
HY522,2,44.37,1,548.56,0.1436,2,5,7190.05
HY524,2,89.11,0,606.65,0.3224,3,4,40630.63
HY577,5,73.42,0,334.02,0.0287,23,7,10391.79
HY718,2,42.12,1,430.4,0.0679,8,6,7572.74
HY769,2,50.35,1,467.51,0.2985,6,6,14667.63
HY813,5,19.31,1,172.49,0.2537,20,7,20590.46
HY874,1,123.62,1,628.32,0.5148,0,7,30312.16
HY922,3,21.39,1,292.73,0.1286,1,4,9489.07
HY949,2,35.01,1,251.4,0.4249,4,5,27002.72
HY951,3,38.41,1,396.84,0.0379,2,4,37128.42
HY983,2,141.79,1,654.44,0.3877,3,9,17359.05
HY986,1,122.34,1,550.37,0.3922,7,7,17380.4
HZ069,1,20.5,1,562.16,0.3982,14,5,20230.17
HZ150,1,116.46,1,643.74,0.431,18,9,20095.54
HZ175,3,54.13,1,300.03,0.219,6,6,53120.39
HZ225,1,138.48,1,743.0,0.0184,20,9,12166.14
HZ226,3,21.98,1,274.02,0.1815,21,7,22790.97
HZ242,4,29.32,1,247.65,0.0398,6,5,12145.34
HZ272,3,22.48,1,387.38,0.061,3,4,18105.17
HZ337,4,52.82,1,377.96,0.5523,6,7,41414.05
HZ377,2,44.74,0,500.44,0.1699,3,4,21451.32
HZ385,2,18.53,1,417.53,0.3416,11,6,10926.32
HZ438,1,249.93,0,921.56,0.6979,6,8,134277.12
HZ506,1,57.14,1,482.8,0.2908,16,7,32496.38
HZ549,1,103.78,1,651.2,0.0091,7,7,2218.97
HZ597,2,48.88,1,509.77,0.4041,4,6,37656.97
HZ605,6,2.0,1,43.0,0.1709,0,3,9477.65
HZ628,1,30.67,1,449.18,0.4976,8,5,42845.5
HZ721,2,36.87,0,403.92,0.4666,1,4,174438.96
HZ761,1,29.29,0,576.87,0.6935,1,3,112985.59
HZ776,1,44.7,1,352.04,0.263,16,7,15427.03
HZ833,4,16.92,0,196.97,0.3869,6,4,45751.83
HZ905,3,21.2,1,369.88,0.1649,2,4,22128.29
IA006,1,44.75,1,531.48,0.0224,2,4,33148.67
IA035,1,87.08,1,741.63,0.0749,7,7,15898.92
IA109,2,24.92,0,496.16,0.0834,4,2,8641.35
IA174,4,73.77,1,371.34,0.2922,27,9,5616.59
IA230,3,24.39,1,377.89,0.0579,15,5,22645.87
IA233,6,2.87,0,73.13,0.1033,9,3,8864.75
IA238,2,108.3,1,376.85,0.3315,7,6,17442.91
IA311,4,12.35,1,287.01,0.5981,2,4,87354.94
IA347,1,23.43,1,293.18,0.0136,3,5,14956.16
IA365,1,35.87,0,454.74,0.5161,24,7,21361.68
IA383,4,17.69,0,310.19,0.0514,19,5,15023.44
IA442,6,0.95,1,56.06,0.0007,3,5,6989.61
IA472,4,81.55,1,419.36,0.2295,17,8,40734.32
IA560,4,22.76,1,284.77,0.0112,7,5,26992.51
IA698,1,85.56,0,421.28,0.1723,12,5,21113.57
IA766,2,21.59,1,396.22,0.1968,7,6,13177.56
IA777,4,21.09,1,350.46,0.1224,3,4,17345.73
IA964,2,54.61,1,494.86,0.1716,7,5,24492.29
IA988,4,25.81,1,319.04,0.6807,27,6,43257.11
IB021,1,42.85,1,362.02,0.1922,10,6,16641.74
IB030,1,76.29,1,414.08,0.3838,11,8,29397.76
IB051,2,65.8,0,452.24,0.2687,6,5,42606.77
IB076,4,26.27,1,342.68,0.0964,5,6,20101.58
IB150,1,63.63,0,734.56,0.2445,1,4,16324.38
IB157,4,16.62,1,215.34,0.0935,25,7,4032.0
IB172,2,51.6,1,589.05,0.0167,15,8,24305.02
IB229,1,12.72,1,547.01,0.1077,6,3,19058.83
IB307,2,37.98,1,451.83,0.0169,14,7,7037.32
IB395,4,6.49,0,366.1,0.0307,1,4,26045.28
IB451,6,1.88,1,44.6,0.1786,2,3,14758.35
IB650,3,24.52,1,425.3,0.3543,12,5,31054.29
IB713,4,18.54,1,372.67,0.1257,7,7,9869.4
IB788,1,123.28,1,664.53,0.2799,22,9,10858.91
IB791,1,115.75,1,517.79,0.2202,14,7,63650.94
IB803,2,34.23,1,382.63,0.0576,12,6,6630.31
IB828,1,46.99,1,589.12,0.2379,14,7,33794.75
IB926,3,47.3,0,492.37,0.4163,2,3,52059.92
IB966,4,63.94,1,423.51,0.0188,3,6,5736.28
IC075,6,1.05,1,49.24,0.1905,17,6,5557.93
IC086,1,24.82,1,662.18,0.1833,14,7,34406.01
IC212,2,35.19,1,401.23,0.172,5,5,20075.46
IC217,1,67.93,1,572.64,0.278,19,6,43056.42
IC243,4,19.05,1,256.98,0.5066,1,4,57627.91
IC277,1,193.13,1,621.42,0.1704,10,8,9307.5
IC329,2,76.5,1,391.22,0.2425,7,6,40303.65
IC376,5,29.45,1,285.05,0.0566,0,5,9336.99
IC393,1,54.71,0,322.12,0.47,6,4,95304.81
IC646,4,25.15,0,415.59,0.2448,3,2,36884.1
IC782,2,49.51,0,528.06,0.1105,29,8,10306.49
IC783,4,22.31,1,245.86,0.0484,4,4,37326.84
IC819,2,40.16,1,306.1,0.068,7,6,39205.6
IC851,2,51.53,1,518.3,0.0028,6,6,11266.2
IC859,1,43.47,1,518.21,0.0129,7,6,16988.23
IC886,5,48.01,1,304.44,0.311,9,7,9549.29
IC917,3,17.4,0,306.08,0.0237,0,4,10878.83
ID016,6,1.06,1,33.45,0.4902,4,4,44794.67
ID148,6,0.76,0,46.03,0.4052,1,2,32553.13
ID263,2,37.59,1,512.57,0.0062,18,8,11737.15
ID367,3,74.89,1,395.62,0.6774,6,6,59547.22
ID422,1,88.42,1,526.57,0.3723,21,8,21367.36
ID426,1,72.02,1,488.14,0.2947,1,5,40194.03
ID549,2,21.37,1,311.93,0.1541,6,7,22042.41
ID619,2,29.93,1,417.3,0.0483,0,4,15539.82
IE007,3,13.28,0,227.43,0.7853,7,2,205568.98
IE027,2,38.95,1,370.33,0.5034,0,4,57353.46
IE252,2,154.13,1,596.44,0.0711,6,7,20659.96
IE280,1,39.67,0,509.11,0.2434,1,5,14407.43
IE339,1,76.69,1,443.49,0.3264,5,7,74621.84
IE480,3,15.41,0,229.75,0.1122,7,4,16752.13
IE817,3,14.91,1,290.75,0.1186,3,4,23050.48
IE884,4,56.84,0,315.64,0.0098,25,6,7523.56
IE917,2,73.0,1,370.07,0.2523,3,7,17815.95
IE924,6,0.37,1,43.21,0.1551,12,6,7188.17
IE966,1,36.4,1,505.89,0.1759,3,5,25781.56
IF030,1,37.13,1,452.09,0.0851,0,4,12835.37
IF055,1,44.9,1,583.92,0.097,3,4,33179.62
IF090,1,46.31,1,508.45,0.2394,3,5,16243.58
IF234,1,32.62,1,590.96,0.0068,3,5,9909.14
IF290,2,66.47,0,451.59,0.0716,25,7,23228.79
IF448,3,19.41,1,348.73,0.0056,25,8,18744.69
IF450,1,78.08,1,521.52,0.0855,7,5,24611.71
IF500,5,28.67,1,256.23,0.0368,1,7,26828.31
IF553,2,61.11,0,290.26,0.585,0,3,46728.27
IF571,6,0.64,1,52.79,0.14,4,5,5165.79
IF637,1,55.35,1,569.41,0.2237,2,5,12739.01
IF672,4,50.16,1,429.79,0.2261,7,5,17582.67
IF730,4,31.36,1,361.75,0.6003,25,7,74220.94
IF793,3,19.96,1,344.79,0.1716,1,6,18333.79
IF811,2,98.37,1,606.18,0.0767,7,8,11714.54
IF849,3,8.18,0,386.02,0.1134,21,6,12053.77
IG019,6,2.22,1,48.0,0.0938,2,3,11546.58
IG047,4,9.8,1,352.93,0.2301,3,6,18072.52
IG099,2,14.69,1,245.94,0.1411,6,5,28159.47
IG116,4,19.93,0,412.0,0.3332,0,3,54107.52
IG123,3,30.77,1,323.19,0.2533,2,6,10457.8
IG194,1,33.71,1,396.33,0.1792,29,8,19774.29
IG293,3,23.55,0,338.39,0.1145,23,6,6266.6
IG371,2,84.57,1,395.18,0.0917,6,6,5950.32
IG570,5,23.39,1,239.1,0.5875,17,6,41302.18
IG586,3,18.17,1,453.99,0.1205,3,5,44788.09
IG596,2,16.82,0,378.83,0.0355,5,4,20113.73
IG611,3,21.12,0,364.16,0.0402,11,5,32878.97
IG618,2,91.21,1,580.33,0.064,14,8,10153.42
IG692,2,76.42,1,424.24,0.0365,1,7,6484.54
IG904,1,55.9,1,571.18,0.1974,30,10,13788.71
IG997,2,35.35,0,504.85,0.1491,21,5,26411.26
IG999,5,12.61,0,169.71,0.1064,5,4,41849.59
IH180,4,41.42,1,334.65,0.2602,17,8,13227.85
IH311,1,74.4,1,648.68,0.0241,4,7,10360.77
IH382,3,29.69,1,277.93,0.4076,2,4,46697.06
IH637,5,45.52,1,300.34,0.1351,7,5,8871.85
IH675,1,42.08,1,544.54,0.037,5,5,15284.63
IH681,3,41.31,1,493.96,0.254,11,7,7373.45
IH743,2,67.49,1,548.44,0.3061,0,7,4645.93
IH801,2,28.14,0,358.27,0.2844,1,2,41753.09
IH804,5,27.21,1,238.57,0.3371,29,7,28547.24
IH824,1,43.44,0,352.7,0.2729,7,4,9671.07
IH960,1,23.45,0,415.01,0.0506,11,5,12671.16
IH993,6,0.95,1,50.41,0.0318,18,6,4445.42
II147,3,16.79,1,294.3,0.4669,6,5,13267.75
II278,2,42.51,1,481.95,0.2828,4,6,14052.02
II315,6,0.97,1,52.13,0.0319,1,4,22254.32
II551,6,2.07,1,48.05,0.2992,5,5,14459.6
II587,6,0.65,1,51.98,0.5813,6,5,68693.92
II727,1,37.55,1,335.82,0.4105,5,5,42814.59
II736,2,37.18,1,471.38,0.3038,16,9,15501.34
II751,2,62.69,1,501.95,0.3334,25,9,12288.12
II763,2,38.29,0,468.3,0.2586,3,4,9189.99
II797,3,8.38,1,413.22,0.0843,2,6,4868.76
II799,5,34.26,0,283.63,0.0112,28,7,6751.43
II918,4,8.64,1,230.72,0.3933,6,2,48395.47
II966,1,32.63,1,466.45,0.0634,9,6,10985.7
II989,1,32.11,1,446.89,0.0906,4,6,15311.12
II994,6,1.52,1,51.0,0.0384,7,4,15910.15
II997,2,97.89,0,553.48,0.3266,0,4,24052.12
IJ007,1,88.34,1,534.42,0.0245,5,7,7697.47
IJ087,1,55.75,1,490.86,0.0705,6,6,21797.43
IJ128,2,45.34,1,481.86,0.0861,1,6,22413.77
IJ286,3,57.92,1,410.92,0.022,10,5,32657.65
IJ342,5,9.81,1,175.86,0.4067,7,5,7383.62
IJ509,1,50.29,1,420.62,0.4961,15,9,36397.23
IJ592,1,66.69,0,749.52,0.081,2,4,19069.36
IJ663,1,35.14,1,647.23,0.0306,4,5,11212.15
IJ675,3,22.25,1,294.79,0.0146,5,4,9932.64
IJ848,6,0.93,1,50.55,0.0985,25,7,4806.11
IJ918,1,23.4,0,522.61,0.3818,5,2,118267.42
IJ953,1,33.37,0,546.62,0.1523,2,4,25276.16
IJ975,3,7.65,1,256.73,0.0009,6,4,7712.31
IK033,2,56.88,1,553.05,0.5346,1,6,60088.95
IK044,2,74.85,1,521.68,0.3701,7,7,55765.4
IK137,5,24.28,1,215.76,0.0614,2,4,24442.82
IK222,2,41.44,0,460.64,0.3534,11,4,18168.69
IK292,3,15.29,0,410.02,0.0193,6,4,19283.72
IK338,6,0.38,1,56.76,0.0841,21,7,10858.27
IK379,1,27.08,1,424.09,0.6023,5,5,174449.97
IK408,4,18.01,0,243.71,0.0384,0,2,13992.24
IK484,1,41.23,1,572.53,0.7365,2,3,113158.0
IK569,1,19.24,1,376.22,0.1922,1,3,38735.28
IK620,2,115.18,1,587.81,0.693,0,6,89763.53
IK684,2,105.79,1,553.01,0.1023,28,10,7920.55
IK719,2,57.78,0,415.95,0.2426,3,4,11813.29
IK814,1,49.77,1,572.27,0.041,25,10,4871.48
IK847,2,60.68,0,575.34,0.2221,5,5,124992.63
IK877,3,26.98,1,427.35,0.2886,0,5,128442.58
IK903,2,65.47,1,477.87,0.0677,15,8,5852.16
IL077,6,0.76,1,52.08,0.0384,1,5,4408.43
IL080,1,103.15,1,594.09,0.3631,2,6,47001.39
IL105,4,37.35,1,363.36,0.0888,0,5,13879.54
IL146,2,205.83,1,517.24,0.213,3,9,5485.44
IL151,1,56.48,0,578.44,0.2798,0,3,36959.14
IL159,3,19.46,1,326.7,0.6449,1,4,47043.64
IL254,1,93.89,1,537.8,0.3211,2,7,18007.33
IL262,1,18.53,1,371.37,0.0098,4,4,5681.56
IL276,2,33.32,1,432.42,0.1324,21,7,8244.28
IL301,2,31.66,1,418.31,0.091,17,6,14667.15
IL355,3,17.94,1,371.37,0.0346,6,5,9190.98
IL570,3,23.16,1,276.38,0.0134,29,7,1052.34
IL635,5,111.03,1,339.86,0.3412,7,7,60371.62
IL647,2,57.43,0,506.06,0.1458,28,6,38620.87
IL792,1,51.33,1,593.13,0.0028,2,6,7739.37
IL901,2,38.49,1,456.65,0.2796,1,5,26065.14
IL973,2,157.42,1,725.68,0.3267,11,10,7688.66
IM069,2,52.7,1,303.27,0.1246,27,7,7020.77
IM265,2,48.42,1,456.09,0.0381,6,5,22334.35
IM316,3,10.82,1,265.07,0.3495,6,3,28892.84
IM343,4,44.3,1,370.72,0.7662,19,7,60481.17
IM563,1,59.91,1,519.28,0.4858,19,8,16856.05
IM612,1,13.83,1,351.5,0.0579,4,3,31995.19
IM669,3,15.7,0,296.61,0.0392,0,1,16134.62
IM792,2,61.98,0,434.02,0.096,6,4,3479.8
IM813,5,12.92,0,163.27,0.2972,5,4,30666.75
IM916,2,17.7,1,321.32,0.055,3,6,5408.54
IM977,1,50.04,1,384.35,0.0884,22,7,8317.63
IN084,3,24.16,1,460.53,0.3722,25,7,51601.91
IN105,3,27.91,1,290.96,0.3219,21,6,7995.51
IN188,2,44.29,1,379.91,0.1575,23,8,4736.64
IN298,3,14.58,1,380.44,0.2839,13,5,31672.29
IN416,3,14.57,1,340.74,0.0003,23,6,11295.61
IN619,1,54.35,1,477.89,0.105,5,5,14861.08
IN623,3,11.97,1,304.06,0.0039,1,4,25001.72
IN639,1,24.4,0,303.24,0.3288,3,4,41493.67
IN648,2,18.22,1,450.47,0.1914,1,3,31519.64
IN705,1,86.67,1,691.03,0.6004,3,7,39816.02
IN745,2,72.0,1,525.66,0.0296,19,9,5049.11
IN774,2,67.8,0,526.67,0.2025,5,4,10594.94
IN801,1,68.13,0,485.72,0.4887,7,3,62094.77
IN881,2,33.65,0,515.61,0.0582,7,4,34028.19
IN943,1,89.91,1,580.49,0.2146,2,6,19907.36
IO003,6,1.22,1,48.82,0.3821,3,4,21464.22
IO233,5,20.94,1,180.39,0.2553,7,6,11240.17
IO289,2,90.47,1,558.31,0.3108,15,6,26217.74
IO406,1,159.34,1,681.58,0.3346,16,10,9433.76
IO477,1,62.22,1,535.08,0.3425,15,6,64217.6
IO509,3,40.08,1,296.47,0.4218,2,6,14072.44
IO635,4,15.06,0,262.77,0.1884,24,6,13199.59
IO654,5,70.73,1,299.94,0.4162,5,7,15733.06
IO665,2,183.55,0,548.67,0.0179,2,7,6413.53
IO671,1,64.03,0,414.06,0.2148,6,5,12197.51
IO696,5,10.33,1,225.86,0.2924,7,5,46023.99
IO891,2,73.15,1,389.06,0.0441,24,10,4539.38
IO942,1,75.07,0,535.32,0.7104,9,5,59399.44
IP006,3,27.44,0,226.48,0.0435,3,4,12358.44
IP039,1,58.07,0,479.34,0.1935,7,4,26857.55
IP041,1,83.45,1,564.39,0.1163,4,5,4617.0
IP075,4,42.12,1,348.64,0.0492,10,6,13100.25
IP299,2,38.76,1,416.77,0.4247,6,5,22739.18
IP404,4,21.13,0,252.12,0.2596,6,5,29313.04
IP422,2,18.8,0,319.85,0.0861,6,4,17552.56
IP449,3,41.51,0,390.14,0.1994,5,5,17565.85
IP461,1,90.09,1,645.66,0.5474,3,7,51750.47
IP536,5,49.12,1,224.44,0.222,19,6,17054.79
IP543,5,25.18,0,168.46,0.2098,13,3,20228.16
IP573,6,3.83,1,56.77,0.6897,4,3,144551.02
